id,female,lb_wght,anti_k1,math,grade,occ,age,men,spring,anti,nb_wght
260702,1,0,2,66,4,3,128,0,1,2,1
261501,1,0,4,22,2,2,84,0,0,5,1
261501,1,0,4,38,4,3,130,0,1,3,1
261501,1,0,4,50,6,4,154,1,1,4,1
261502,0,0,4,29,4,2,120,.,1,4,1
261502,0,0,4,51,6,3,147,.,0,3,1
261502,0,0,4,67,7,4,168,.,1,3,1
261503,0,0,4,34,2,2,105,.,1,4,1
261503,0,0,4,47,5,3,132,.,0,3,1
261503,0,0,4,44,6,4,153,.,1,3,1
262601,0,0,5,51,3,2,116,.,1,3,1
262601,0,0,5,53,5,3,140,.,1,6,1
262601,0,0,5,62,7,4,163,.,1,2,1
262602,1,0,4,59,3,2,109,0,1,6,1
262602,1,0,4,64,5,3,132,0,1,6,1
263801,1,0,4,44,3,2,100,0,0,3,1
263801,1,0,4,65,4,3,118,0,1,4,1
265902,1,0,2,39,2,2,94,.,1,1,1
265902,1,0,2,43,4,3,117,1,1,1,1
265902,1,0,2,49,8,4,166,1,1,1,1
268301,0,0,2,32,3,2,116,.,0,3,1
268301,0,0,2,41,4,3,138,.,0,2,1
268303,0,0,4,35,3,2,114,.,0,2,1
268303,0,0,4,46,5,3,135,.,1,4,1
268901,1,0,4,35,2,2,105,0,1,6,1
268901,1,0,4,44,5,3,130,0,1,5,1
268902,0,0,4,44,2,2,112,.,1,4,1
268902,0,0,4,51,6,3,159,.,1,0,1
269001,0,0,4,36,3,2,117,.,0,2,1
269001,0,0,4,46,6,3,161,.,1,5,1
269101,1,0,1,44,3,2,115,0,1,0,1
269101,1,0,1,54,5,3,138,1,1,0,1
269101,1,0,1,58,8,4,162,1,1,0,1
269102,1,0,3,26,3,2,107,0,1,4,1
269102,1,0,3,54,5,3,131,0,1,3,1
269102,1,0,3,58,7,4,155,1,1,2,1
269902,1,0,1,42,3,3,110,0,1,0,1
269902,1,0,1,60,5,4,133,0,1,0,1
271001,1,0,1,34,2,2,102,0,1,0,1
271001,1,0,1,50,6,3,151,.,1,0,1
272903,1,0,3,39,2,2,94,0,1,2,1
272903,1,0,3,51,4,3,118,0,1,3,1
272903,1,0,3,49,6,4,140,0,1,4,1
273501,0,0,1,41,2,2,93,.,0,2,1
273501,0,0,1,51,4,3,117,.,0,2,1
273501,0,0,1,64,6,4,139,.,1,2,1
273501,0,0,1,65,8,5,162,.,1,2,1
274401,1,0,3,41,4,2,116,0,1,2,1
274401,1,0,3,42,6,3,139,1,1,2,1
277002,0,0,0,42,4,2,115,.,0,0,1
277002,0,0,0,50,6,3,137,.,0,2,1
277002,0,0,0,51,8,4,161,.,0,1,1
277003,1,0,0,48,4,2,115,0,0,0,1
277003,1,0,0,48,6,3,137,0,0,0,1
277003,1,0,0,62,8,4,161,1,0,0,1
277502,1,0,0,41,3,2,113,0,1,1,1
277502,1,0,0,50,6,3,142,0,0,1,1
278103,1,0,0,43,3,2,107,0,1,0,1
278103,1,0,0,47,5,3,131,0,1,2,1
278103,1,0,0,75,7,4,155,0,1,0,1
281001,1,0,0,42,3,2,97,0,0,0,1
281001,1,0,0,41,6,3,142,0,1,0,1
281901,1,0,1,43,4,2,115,0,0,0,1
281901,1,0,1,50,6,3,138,0,0,0,1
282602,0,0,2,42,4,2,119,.,0,0,1
282602,0,0,2,63,5,3,140,.,1,2,1
282603,1,0,0,44,3,2,102,0,0,.,1
282603,1,0,0,64,4,3,123,0,1,2,1
287702,0,0,1,61,4,2,122,.,1,1,1
287702,0,0,1,72,6,3,145,.,1,2,1
288501,1,0,4,44,3,2,102,0,0,5,1
288501,1,0,4,64,6,3,147,1,1,5,1
288501,1,0,4,67,8,4,172,1,1,3,1
290901,1,0,0,62,4,2,122,0,1,0,1
290901,1,0,0,76,6,3,145,0,1,0,1
290902,0,0,0,39,2,2,103,.,1,0,1
290902,0,0,0,52,4,3,131,.,0,0,1
291101,1,0,1,44,3,2,101,0,0,1,1
291101,1,0,1,54,5,3,125,0,0,2,1
291101,1,0,1,62,6,4,148,1,0,.,1
294902,0,0,0,59,3,2,108,.,1,0,1
294902,0,0,0,66,5,3,132,.,1,0,1
294902,0,0,0,68,8,4,158,.,0,2,1
294903,1,0,0,45,3,2,105,0,1,0,1
294903,1,0,0,51,6,3,131,0,0,0,1
295901,1,0,1,59,2,2,92,0,1,1,1
295901,1,0,1,60,4,3,116,0,1,1,1
295901,1,0,1,63,6,4,139,0,1,0,1
295902,0,0,1,55,2,2,92,.,1,1,1
295902,0,0,1,59,4,3,116,.,1,2,1
296401,0,0,0,49,4,2,108,.,0,1,1
296401,0,0,0,45,5,3,128,.,1,0,1
296401,0,0,0,73,7,4,153,.,1,0,1
297901,1,0,0,45,4,2,109,0,0,1,1
297901,1,0,0,45,6,3,132,0,0,0,1
297901,1,0,0,53,8,4,156,0,0,0,1
297902,0,0,0,28,2,2,93,.,0,0,1
297902,0,0,0,44,4,3,117,.,0,0,1
297902,0,0,0,62,5,4,137,.,1,0,1
297902,0,0,0,53,8,5,164,.,0,0,1
298301,1,1,0,43,3,2,110,0,1,0,0
298301,1,1,0,44,5,3,134,0,1,0,0
301101,0,0,0,57,3,2,112,.,1,0,1
301101,0,0,0,81,8,4,160,.,1,0,1
301401,0,0,0,52,4,2,114,.,1,0,1
301401,0,0,0,47,6,3,138,.,1,0,1
301401,0,0,0,61,8,4,163,.,1,0,1
302301,1,0,0,38,3,2,106,0,1,0,1
302301,1,0,0,49,6,3,131,0,1,0,1
302702,0,0,0,43,4,2,108,.,0,1,1
302702,0,0,0,47,5,3,131,.,0,1,1
302702,0,0,0,56,7,4,155,.,0,0,1
302703,0,0,4,28,2,2,85,.,0,3,1
302703,0,0,4,43,3,3,108,.,0,2,1
304103,0,0,2,26,2,2,95,.,1,1,1
304103,0,0,2,42,4,3,120,.,1,1,1
304605,0,0,1,31,4,2,108,.,0,0,1
304605,0,0,1,49,6,3,134,.,0,.,1
304605,0,0,1,48,7,4,153,.,1,0,1
307301,1,0,0,43,2,2,97,0,1,0,1
307301,1,0,0,44,4,3,121,0,1,2,1
307301,1,0,0,57,6,4,144,1,1,5,1
307301,1,0,0,58,8,5,168,1,1,5,1
307501,0,0,3,25,3,2,95,.,0,0,1
307501,0,0,3,45,6,3,140,.,1,3,1
309802,1,0,2,54,3,2,112,0,1,2,1
309802,1,0,2,64,5,3,137,0,1,1,1
309901,1,0,2,48,3,2,104,0,1,1,1
309901,1,0,2,44,4,3,128,0,1,1,1
310101,1,0,0,32,2,2,89,0,0,0,1
310101,1,0,0,54,6,3,137,0,0,0,1
311301,1,0,1,38,3,2,99,0,0,2,1
311301,1,0,1,42,5,3,124,0,0,2,1
311701,0,0,2,42,4,3,109,.,0,2,1
312102,0,0,3,41,3,2,99,.,0,2,1
312102,0,0,3,54,5,3,124,.,0,1,1
312201,0,0,1,56,4,2,119,.,1,1,1
312201,0,0,1,58,6,3,142,.,1,0,1
312901,1,0,1,35,2,2,92,0,1,2,1
312901,1,0,1,36,4,3,117,0,1,1,1
312901,1,0,1,46,6,4,141,0,1,3,1
312901,1,0,1,49,8,5,165,1,1,2,1
314501,0,0,0,62,4,2,118,.,0,0,1
314501,0,0,0,67,5,3,139,.,1,0,1
315001,1,1,2,47,4,2,117,0,1,1,0
315001,1,1,2,62,6,3,142,0,1,2,0
315001,1,1,2,65,8,4,165,1,1,0,0
315002,0,1,2,62,4,2,117,.,1,2,0
315002,0,1,2,72,6,3,142,.,1,2,0
315002,0,1,2,80,8,4,165,.,1,0,0
315602,0,0,2,52,3,2,110,.,1,1,1
315602,0,0,2,64,5,3,133,.,1,1,1
316301,0,0,0,39,2,2,99,.,0,0,1
316301,0,0,0,64,5,3,123,.,0,0,1
316501,1,0,0,44,3,2,112,0,1,0,1
316501,1,0,0,56,5,3,136,0,1,1,1
316501,1,0,0,61,7,4,159,1,1,1,1
316502,1,0,0,45,3,2,105,0,1,0,1
316502,1,0,0,50,5,3,128,0,1,0,1
319002,1,1,0,42,4,3,117,0,0,0,0
319801,0,0,1,44,3,2,102,.,0,3,1
319801,0,0,1,45,4,3,125,.,0,3,1
320101,0,0,3,38,2,2,98,.,0,5,1
320101,0,0,3,52,6,3,147,.,0,6,1
320101,0,0,3,53,8,4,168,.,1,5,1
320102,1,0,5,48,3,2,112,0,1,5,1
320102,1,0,5,58,5,3,136,0,1,3,1
322505,0,0,0,43,2,2,102,.,1,0,1
322505,0,0,0,65,4,3,125,.,1,1,1
324401,0,0,1,51,4,2,105,.,1,2,1
324401,0,0,1,67,5,3,129,.,1,2,1
324401,0,0,1,76,7,4,153,.,1,4,1
324402,1,0,0,45,3,2,114,0,1,0,1
324402,1,0,0,60,6,3,137,0,1,0,1
324402,1,0,0,66,7,4,161,0,1,0,1
324801,0,0,1,67,6,3,140,.,1,2,1
325401,1,0,0,25,2,2,91,0,1,2,1
325401,1,0,0,45,4,3,116,0,1,1,1
325401,1,0,0,59,6,4,140,0,1,4,1
325401,1,0,0,52,8,5,165,1,1,2,1
325402,0,0,4,57,3,2,108,.,1,2,1
325402,0,0,4,70,5,3,132,.,1,4,1
325402,0,0,4,71,7,4,155,.,1,3,1
325904,1,0,0,41,6,3,154,1,1,0,1
326901,0,0,4,47,5,3,130,.,1,1,1
326901,0,0,4,50,7,4,154,.,1,3,1
328702,1,0,7,54,3,2,110,0,1,4,1
328702,1,0,7,46,5,3,133,0,1,2,1
328703,0,0,3,40,2,2,94,.,1,4,1
328703,0,0,3,50,4,3,116,.,1,2,1
330601,0,0,2,31,2,2,92,.,0,1,1
330601,0,0,2,40,4,3,116,.,0,0,1
330601,0,0,2,50,7,4,141,.,0,0,1
330601,0,0,2,47,8,5,166,.,0,0,1
331506,0,0,1,20,2,2,83,.,0,1,1
331506,0,0,1,34,3,3,109,.,0,0,1
334201,1,0,2,48,4,2,110,0,1,1,1
334201,1,0,2,46,5,3,134,0,1,1,1
334201,1,0,2,44,7,4,158,1,1,1,1
335001,0,1,1,54,4,2,110,.,1,2,0
335001,0,1,1,53,5,3,134,.,1,1,0
335001,0,1,1,69,7,4,157,.,1,3,0
335002,1,0,1,42,2,2,93,0,1,4,1
335002,1,0,1,50,4,3,115,0,1,2,1
335501,1,0,5,25,2,2,88,0,0,2,1
335501,1,0,5,50,5,3,133,0,1,3,1
336401,1,0,3,39,2,2,96,0,1,.,1
336401,1,0,3,46,4,3,119,0,1,6,1
336401,1,0,3,50,8,4,167,1,1,4,1
336902,0,0,0,40,3,2,107,.,0,2,1
336902,0,0,0,44,6,3,153,.,1,0,1
340702,0,0,2,42,2,2,97,.,1,1,1
340702,0,0,2,62,6,3,145,.,1,2,1
340702,0,0,2,72,8,4,169,.,1,1,1
340801,1,0,2,34,3,2,97,0,0,2,1
340801,1,0,2,42,5,3,121,0,0,3,1
342301,1,1,2,48,3,2,111,0,1,3,0
342301,1,1,2,67,5,3,136,0,1,2,0
342301,1,1,2,67,8,4,162,1,0,2,0
342302,1,1,0,45,3,2,111,0,1,1,0
342302,1,1,0,49,5,3,136,0,1,1,0
342302,1,1,0,68,8,4,162,1,0,1,0
342402,1,0,0,48,3,2,106,0,1,2,1
342402,1,0,0,63,5,3,131,0,1,1,1
342402,1,0,0,64,7,4,156,1,1,3,1
343302,1,0,1,51,4,2,122,0,1,0,1
343302,1,0,1,46,6,3,147,1,1,3,1
344602,1,0,0,28,2,2,86,0,0,0,1
344602,1,0,0,53,4,3,111,0,0,1,1
346501,1,0,3,51,3,2,110,0,1,0,1
346501,1,0,3,53,5,3,135,0,1,0,1
347603,0,0,0,46,4,2,126,.,1,0,1
347603,0,0,0,52,6,3,150,.,1,0,1
348103,1,0,3,36,2,2,95,0,1,3,1
348103,1,0,3,51,4,3,118,0,1,1,1
349101,0,0,1,31,2,2,93,.,0,2,1
349101,0,0,1,59,5,3,137,.,1,1,1
352201,1,0,2,50,4,2,118,0,0,2,1
352201,1,0,2,51,5,3,139,0,1,5,1
353101,1,0,2,43,3,2,115,0,1,1,1
353101,1,0,2,42,5,3,140,0,1,1,1
353102,0,0,0,34,2,2,100,.,1,1,1
353102,0,0,0,44,5,3,130,.,0,1,1
354502,1,0,1,50,3,2,109,0,1,1,1
354502,1,0,1,65,5,3,132,0,1,2,1
354503,1,0,1,46,2,2,97,0,1,2,1
354503,1,0,1,68,6,3,146,1,1,1,1
354801,1,0,0,27,3,2,98,0,0,0,1
354801,1,0,0,45,5,3,122,0,0,1,1
354801,1,0,0,46,6,4,142,0,1,0,1
356402,0,0,0,36,3,2,119,.,1,0,1
356402,0,0,0,46,5,3,143,.,1,0,1
356402,0,0,0,45,7,4,166,.,1,0,1
357203,1,0,0,49,4,2,125,0,1,0,1
357203,1,0,0,68,6,3,148,0,1,0,1
358401,0,1,1,56,4,2,119,.,1,6,0
358401,0,1,1,62,6,3,143,.,1,6,0
358601,0,0,3,46,3,2,106,.,1,4,1
358601,0,0,3,59,6,3,133,.,0,2,1
360901,1,0,1,48,2,2,105,0,1,0,1
360901,1,0,1,57,4,3,130,0,1,0,1
360903,0,0,0,40,2,2,103,.,1,0,1
360903,0,0,0,51,4,3,125,.,1,0,1
362402,1,0,1,63,5,3,118,0,1,0,1
363501,0,0,3,29,3,2,108,.,0,2,1
363501,0,0,3,46,5,3,130,.,0,2,1
364103,0,0,0,35,2,2,94,.,1,0,1
364103,0,0,0,55,5,3,119,.,1,1,1
367903,1,0,0,26,3,2,109,0,0,1,1
367903,1,0,0,43,5,3,134,0,0,0,1
367903,1,0,0,43,6,4,154,0,1,1,1
369702,0,1,0,24,2,2,93,.,0,0,0
369702,0,1,0,50,3,3,119,.,0,0,0
369702,0,1,0,48,7,4,163,.,1,0,0
369704,1,0,1,34,3,2,108,0,0,1,1
369704,1,0,1,43,6,3,153,1,1,1,1
370303,1,1,3,26,2,2,101,0,0,3,0
370303,1,1,3,22,4,3,125,0,0,4,0
371502,0,0,0,32,2,2,104,.,1,0,1
371502,0,0,0,62,6,3,152,.,1,5,1
371503,0,0,2,64,4,2,128,.,1,4,1
371503,0,0,2,64,6,3,150,.,1,5,1
372901,0,0,4,34,2,2,104,.,0,5,1
372901,0,0,4,46,4,3,128,.,0,3,1
373401,1,0,2,44,3,2,98,0,0,1,1
373401,1,0,2,50,6,3,143,0,1,1,1
373401,1,0,2,52,8,4,167,1,1,0,1
373402,0,0,2,43,4,2,122,.,1,2,1
373402,0,0,2,58,6,3,146,.,1,2,1
373701,0,0,0,39,3,2,108,.,1,1,1
373701,0,0,0,48,5,3,131,.,1,0,1
373702,1,0,2,37,2,2,93,0,1,2,1
373702,1,0,2,54,4,3,116,0,1,3,1
374001,0,0,3,54,3,3,131,.,1,7,1
374001,0,0,3,47,6,4,154,.,1,6,1
374601,1,0,1,30,2,2,90,0,0,2,1
374601,1,0,1,54,6,3,139,0,0,1,1
374601,1,0,1,65,8,4,162,1,0,1,1
374603,0,0,2,58,3,2,109,.,1,1,1
374603,0,0,2,71,6,3,136,.,0,0,1
375303,1,0,0,45,3,2,101,0,0,0,1
375303,1,0,0,45,5,3,125,0,0,0,1
375303,1,0,0,49,6,4,146,0,1,0,1
375303,1,0,0,67,8,5,170,1,1,0,1
379301,1,0,0,27,2,2,95,0,0,2,1
379301,1,0,0,39,3,3,119,0,0,2,1
379801,1,0,0,45,3,3,113,0,1,0,1
379805,0,0,1,41,2,2,97,.,1,0,1
379805,0,0,1,57,4,3,121,.,1,0,1
380201,0,0,2,38,2,2,92,.,1,2,1
380201,0,0,2,62,5,3,121,.,0,2,1
380201,0,0,2,65,6,4,141,.,1,0,1
380201,0,0,2,72,8,5,166,.,1,0,1
381701,0,0,1,57,3,2,114,.,1,2,1
381701,0,0,1,69,5,3,137,.,1,3,1
382101,1,0,1,37,3,2,103,0,0,3,1
382101,1,0,1,43,6,3,151,1,0,1,1
389902,0,0,2,46,2,2,97,.,1,2,1
389902,0,0,2,52,5,3,120,.,1,1,1
389902,0,0,2,69,6,4,144,.,1,1,1
389903,1,0,0,47,3,2,103,0,1,0,1
389903,1,0,0,57,4,3,127,0,1,0,1
389903,1,0,0,69,7,4,156,0,0,1,1
389904,1,0,0,56,4,3,117,0,0,0,1
389904,1,0,0,65,8,4,161,0,1,3,1
392102,1,0,2,41,3,2,114,0,1,1,1
392102,1,0,2,57,5,3,138,1,1,2,1
392102,1,0,2,69,7,4,162,1,1,2,1
392103,0,0,0,47,2,2,97,.,1,3,1
392103,0,0,0,44,4,3,121,.,1,4,1
392103,0,0,0,62,6,4,145,.,1,4,1
392301,1,0,0,39,3,2,111,0,1,0,1
392301,1,0,0,63,5,3,135,0,1,0,1
392301,1,0,0,72,7,4,159,1,1,1,1
392303,1,0,6,51,2,2,94,0,1,4,1
392303,1,0,6,56,4,3,118,0,1,5,1
392303,1,0,6,76,8,4,165,1,1,1,1
392401,0,0,2,40,2,2,101,.,1,2,1
392401,0,0,2,64,4,3,125,.,1,0,1
392402,0,0,2,52,2,2,101,.,1,0,1
392402,0,0,2,68,4,3,125,.,1,1,1
396202,1,0,0,30,6,3,155,0,1,1,1
397202,0,0,0,53,2,2,100,.,1,1,1
397202,0,0,0,52,4,3,125,.,1,1,1
399503,1,1,0,30,2,2,89,0,0,0,0
399503,1,1,0,54,5,3,133,0,1,0,0
399503,1,1,0,48,7,4,155,1,1,0,0
400101,1,0,1,56,3,2,118,0,1,0,1
400101,1,0,1,64,5,3,142,0,1,0,1
400101,1,0,1,63,7,4,166,1,1,1,1
403701,0,0,0,43,4,2,116,.,1,1,1
403701,0,0,0,50,5,3,141,.,1,1,1
404503,1,0,0,44,3,2,109,0,0,0,1
404503,1,0,0,57,6,3,154,1,1,0,1
405002,1,0,3,47,3,2,109,0,1,2,1
405002,1,0,3,61,6,3,137,0,0,3,1
405002,1,0,3,67,8,4,161,1,0,4,1
407702,1,0,0,21,3,2,108,0,1,2,1
407702,1,0,0,42,4,3,132,0,1,0,1
407702,1,0,0,43,6,4,156,0,1,0,1
408501,0,0,4,31,3,2,98,.,0,1,1
408501,0,0,4,50,6,3,146,.,0,2,1
411002,0,0,4,41,2,2,107,.,1,4,1
411002,0,0,4,47,5,3,136,.,0,2,1
411002,0,0,4,53,6,4,156,.,1,4,1
413202,1,0,2,47,3,2,123,0,1,3,1
413202,1,0,2,27,5,3,146,0,1,2,1
413202,1,0,2,46,8,4,175,1,0,0,1
413203,1,0,0,37,2,2,100,0,1,0,1
413203,1,0,0,42,4,3,123,0,1,0,1
413203,1,0,0,47,7,4,152,1,0,0,1
413203,1,0,0,44,8,5,172,1,1,0,1
413301,0,0,2,34,2,2,98,.,0,0,1
413301,0,0,2,39,4,3,122,.,0,1,1
419401,0,0,0,19,2,2,97,.,0,0,1
419401,0,0,0,57,5,3,139,.,1,0,1
419401,0,0,0,51,7,4,166,.,0,2,1
420001,0,0,1,30,4,2,105,.,1,0,1
420001,0,0,1,44,5,3,129,.,1,0,1
420001,0,0,1,52,8,4,156,.,0,0,1
421001,1,0,1,44,3,2,101,0,1,0,1
421001,1,0,1,51,6,3,130,0,0,1,1
421001,1,0,1,51,7,4,152,.,0,0,1
422401,0,0,0,45,2,2,105,.,1,0,1
422401,0,0,0,59,5,3,133,.,0,0,1
422401,0,0,0,60,6,4,153,.,1,0,1
424602,0,0,1,52,3,3,116,.,1,0,1
424602,0,0,1,53,5,4,140,.,1,.,1
424602,0,0,1,70,7,5,163,.,1,0,1
425401,1,0,0,43,2,2,104,0,1,0,1
425401,1,0,0,55,5,3,129,0,1,0,1
425401,1,0,0,65,6,4,154,0,1,0,1
425402,0,0,0,34,3,2,99,.,1,2,1
425402,0,0,0,55,5,3,124,.,1,1,1
425402,0,0,0,73,8,4,171,.,1,0,1
425601,0,0,1,51,4,2,123,.,0,0,1
425601,0,0,1,54,6,3,148,.,0,0,1
427502,1,0,1,28,2,2,108,0,0,1,1
427502,1,0,1,38,4,3,128,0,1,1,1
427703,0,0,1,40,4,2,121,.,0,2,1
427703,0,0,1,54,6,3,145,.,0,2,1
431002,1,0,1,40,2,2,101,0,1,2,1
431002,1,0,1,47,5,3,131,0,0,2,1
433901,1,0,3,66,4,2,109,0,1,3,1
433901,1,0,3,65,5,3,132,0,1,2,1
433901,1,0,3,70,7,4,155,1,1,3,1
433902,0,0,3,51,3,2,95,.,1,1,1
433902,0,0,3,58,4,3,118,.,1,2,1
433902,0,0,3,64,6,4,141,.,1,2,1
435201,1,1,0,57,4,2,129,0,1,4,0
435201,1,1,0,71,6,3,151,1,1,1,0
436602,0,0,1,30,3,2,93,.,1,2,1
436602,0,0,1,53,4,3,117,.,1,2,1
436602,0,0,1,54,7,4,141,.,1,1,1
436602,0,0,1,59,8,5,165,.,1,1,1
437201,1,0,2,45,2,2,102,0,1,3,1
437201,1,0,2,61,5,3,128,1,1,1,1
439602,0,0,0,38,4,2,108,.,0,0,1
439602,0,0,0,49,6,3,132,.,0,3,1
439602,0,0,0,51,7,4,153,.,1,3,1
442301,1,0,3,47,3,2,109,0,1,1,1
442301,1,0,3,67,5,3,132,0,1,1,1
442401,0,0,2,44,2,2,95,.,1,0,1
442401,0,0,2,48,4,3,119,.,1,2,1
442401,0,0,2,56,6,4,143,.,1,3,1
442401,0,0,2,69,8,5,167,.,1,1,1
442801,0,0,3,53,2,2,103,.,1,3,1
442801,0,0,3,65,4,3,126,.,1,4,1
443701,1,0,1,50,3,2,113,0,1,3,1
443701,1,0,1,47,5,3,137,0,1,2,1
443701,1,0,1,63,7,4,160,1,1,3,1
443702,0,0,1,40,3,2,110,.,1,2,1
443702,0,0,1,59,5,3,134,.,1,2,1
443902,0,0,3,50,4,2,119,.,1,4,1
443902,0,0,3,55,6,3,143,.,1,4,1
444702,0,0,0,45,3,2,112,.,1,0,1
444702,0,0,0,52,5,3,136,.,1,0,1
448304,1,0,4,38,2,2,114,0,0,2,1
448304,1,0,4,45,5,3,136,0,0,2,1
449401,1,0,2,49,4,2,113,0,0,1,1
449401,1,0,2,57,5,3,133,1,1,0,1
449501,0,0,1,55,4,2,124,.,1,2,1
449501,0,0,1,69,6,3,147,.,1,1,1
449501,0,0,1,74,8,4,170,.,1,0,1
449601,0,0,0,45,3,2,111,.,0,1,1
449601,0,0,0,52,6,3,136,.,0,2,1
449601,0,0,0,46,8,4,159,.,0,1,1
449602,1,1,4,37,2,2,89,0,0,2,0
449602,1,1,4,53,4,3,115,0,0,3,0
449602,1,1,4,67,8,4,161,1,0,1,0
452601,0,0,0,48,3,2,111,.,1,2,1
452601,0,0,0,57,5,3,134,.,1,3,1
453601,0,0,1,50,3,2,112,.,0,2,1
453601,0,0,1,55,5,3,132,.,1,1,1
453601,0,0,1,64,7,4,156,.,1,1,1
453602,1,0,2,25,3,2,106,0,1,0,1
453602,1,0,2,47,5,3,130,0,1,0,1
453801,0,0,0,43,3,2,121,.,1,2,1
453801,0,0,0,63,6,3,147,.,0,2,1
453801,0,0,0,64,8,4,171,.,0,2,1
453802,1,0,1,36,4,2,121,0,0,2,1
453802,1,0,1,52,6,3,144,1,0,2,1
453901,1,0,0,47,2,2,104,0,1,0,1
453901,1,0,0,61,4,3,129,0,1,0,1
453901,1,0,0,63,7,4,156,0,0,0,1
453902,1,0,0,51,3,2,114,0,1,2,1
453902,1,0,0,67,6,3,141,0,0,2,1
456401,0,0,4,28,2,2,83,.,0,3,1
456401,0,0,4,55,3,3,103,.,1,4,1
457002,0,0,0,42,2,2,97,.,0,1,1
457002,0,0,0,63,6,3,142,.,1,0,1
458902,1,1,5,26,3,2,101,0,0,3,0
458902,1,1,5,45,6,3,147,1,1,4,0
459201,0,0,0,52,2,2,102,.,1,1,1
459201,0,0,0,58,4,3,126,.,1,1,1
461402,1,0,4,17,2,2,83,0,0,5,1
461402,1,0,4,38,3,3,104,0,1,6,1
463102,1,0,0,25,2,2,101,0,1,0,1
463102,1,0,0,42,4,3,126,0,1,0,1
463702,0,0,0,53,4,2,125,.,1,1,1
463702,0,0,0,68,6,3,148,.,1,1,1
466201,1,0,0,50,2,2,101,0,1,1,1
466201,1,0,0,63,4,3,125,0,1,0,1
468301,1,1,0,48,3,2,107,0,1,0,0
468301,1,1,0,64,5,3,130,1,1,0,0
468301,1,1,0,70,7,4,154,1,1,0,0
468302,0,1,0,19,2,2,101,.,1,0,0
468302,0,1,0,43,4,3,125,.,1,0,0
468303,1,1,0,44,2,2,101,0,1,0,0
468303,1,1,0,60,4,3,125,0,1,0,0
471701,0,0,2,33,2,2,101,.,1,3,1
471701,0,0,2,64,4,3,127,.,1,4,1
471702,1,0,0,40,2,2,96,0,1,0,1
471702,1,0,0,64,8,4,167,1,1,0,1
472303,1,0,0,43,2,2,100,0,1,0,1
472303,1,0,0,54,4,3,124,0,1,2,1
472303,1,0,0,69,6,4,148,0,1,1,1
474602,1,0,0,45,3,2,104,0,1,3,1
474602,1,0,0,45,6,3,134,0,0,1,1
474602,1,0,0,61,7,4,153,0,1,1,1
474603,0,0,2,44,3,2,104,.,0,1,1
474603,0,0,2,54,4,3,123,.,1,1,1
474603,0,0,2,64,8,4,171,.,1,0,1
474604,0,0,0,28,2,2,98,.,1,0,1
474604,0,0,0,65,6,3,147,.,1,0,1
475401,0,0,5,52,3,2,92,.,0,3,1
475401,0,0,5,76,6,3,136,.,1,5,1
476601,1,0,0,39,2,2,92,0,1,0,1
476601,1,0,0,52,4,3,120,0,0,.,1
478501,1,0,0,30,2,2,97,0,1,0,1
478501,1,0,0,44,4,3,120,0,1,0,1
478501,1,0,0,57,6,4,144,1,1,1,1
480103,0,0,3,53,3,2,102,.,0,2,1
480103,0,0,3,55,5,3,125,.,0,1,1
481502,0,0,1,50,3,2,107,.,1,2,1
481502,0,0,1,58,5,3,131,.,1,3,1
481502,0,0,1,63,7,4,155,.,1,3,1
482002,0,0,3,49,2,2,102,.,1,2,1
482002,0,0,3,60,4,3,126,.,1,1,1
482602,1,0,0,49,3,2,109,0,0,0,1
482602,1,0,0,73,6,3,154,0,1,0,1
487101,0,0,3,44,3,2,113,.,1,2,1
487101,0,0,3,41,5,3,137,.,1,2,1
488001,1,0,0,60,3,2,116,0,1,0,1
488001,1,0,0,66,6,3,140,0,1,1,1
488201,1,0,1,37,2,2,89,0,0,0,1
488201,1,0,1,59,5,3,134,0,1,2,1
488201,1,0,1,74,7,4,157,1,1,3,1
488202,0,0,0,47,3,2,106,.,1,1,1
488202,0,0,0,55,5,3,129,.,1,0,1
488202,0,0,0,65,7,4,154,.,1,0,1
489902,0,0,2,34,2,2,94,.,1,4,1
489902,0,0,2,50,6,3,143,.,1,3,1
492501,0,0,2,36,2,2,87,.,0,1,1
492501,0,0,2,58,5,3,132,.,1,1,1
492501,0,0,2,74,7,4,156,.,1,1,1
492502,1,0,1,47,3,2,112,0,1,1,1
492502,1,0,1,56,5,3,136,0,1,1,1
492503,0,0,2,36,2,2,98,.,1,0,1
492503,0,0,2,45,4,3,122,.,1,0,1
493003,0,0,2,25,2,2,99,.,1,2,1
493003,0,0,2,51,6,3,147,.,1,1,1
493301,0,0,1,53,4,2,113,.,0,1,1
493301,0,0,1,42,6,3,133,.,1,1,1
495202,1,1,0,48,3,2,115,0,1,0,0
495202,1,1,0,59,5,3,140,0,1,0,0
497302,0,0,3,42,3,2,120,.,0,2,1
497302,0,0,3,48,5,3,141,.,1,.,1
497302,0,0,3,70,7,4,166,.,1,2,1
497303,1,0,1,44,3,2,116,0,1,0,1
497303,1,0,1,54,5,3,141,0,1,0,1
497304,0,0,2,40,2,2,100,.,1,1,1
497304,0,0,2,55,4,3,124,.,1,0,1
497403,0,0,6,38,2,2,104,.,1,7,1
497403,0,0,6,59,5,3,132,.,0,6,1
499703,0,0,1,51,5,3,140,.,0,0,1
502802,1,0,0,35,3,2,93,0,1,1,1
502802,1,0,0,51,4,3,118,0,1,1,1
